Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Gänsestraße 127",Samstag,Verkauft,"Bernd Samson (Privat_troedel)",1636,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 127",Sonntag,Verkauft,"Bernd Samson (Privat_troedel)",1636,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 125",Samstag,Verkauft,"Bernd Samson (Privat_troedel)",1636,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 125",Sonntag,Verkauft,"Bernd Samson (Privat_troedel)",1636,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 121",Samstag,Verkauft,"Franz Luchtefeld (Privat_anlieger)",1506,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 121",Sonntag,Verkauft,"Franz Luchtefeld (Privat_anlieger)",1888,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 119",Samstag,Verkauft,"Franz Luchtefeld (Privat_anlieger)",1506,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 119",Sonntag,Verkauft,"Franz Luchtefeld (Privat_anlieger)",1888,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 117",Samstag,Verkauft,"Franz Luchtefeld (Privat_anlieger)",1506,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 117",Sonntag,Verkauft,"Franz Luchtefeld (Privat_anlieger)",1888,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 113",Samstag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 113",Sonntag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 111",Samstag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 111",Sonntag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 109",Samstag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 109",Sonntag,Frei,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 107",Samstag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 107",Sonntag,Verkauft,"Bettina Opitz (Privat_anlieger)",1834,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 105",Samstag,Verkauft,"Bettina Opitz (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 105",Sonntag,Verkauft,"Bettina Opitz (Privat_anlieger)",1834,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 99",Samstag,Verkauft,"Dieter Nienberg (Privat_anlieger)",1552,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 99",Sonntag,Verkauft,"Dieter Nienberg (Privat_anlieger)",1902,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 97",Samstag,Verkauft,"Dieter Nienberg (Privat_anlieger)",1552,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 97",Sonntag,Verkauft,"Dieter Nienberg (Privat_anlieger)",1901,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 95",Samstag,Verkauft,"Dieter Nienberg (Privat_anlieger)",1552,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 95",Sonntag,Frei,"Dieter Nienberg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 89",Samstag,Verkauft,"Markus Klaas (Privat_troedel)",1682,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 89",Sonntag,Frei,"Markus Klaas (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 87",Samstag,Verkauft,"Markus Klaas (Privat_troedel)",1682,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 87",Sonntag,Frei,"Markus Klaas (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 83",Samstag,Verkauft,"Nicole Redenz (Privat_troedel)",1680,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 83",Sonntag,Frei,"Nicole Redenz (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 81",Samstag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 81",Sonntag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 79",Samstag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 79",Sonntag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 77",Samstag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 77",Sonntag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 75",Samstag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 75",Sonntag,Verkauft,"Sybille Koch (Privat_anlieger)",1512,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 73",Samstag,Verkauft,"Ingrid Buller (Privat_troedel)",1763,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 73",Sonntag,Frei,"Ingrid Buller (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 71",Samstag,Verkauft,"Theo Günnewig (Privat_anlieger)",1518,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 71",Sonntag,Frei,"Theo Günnewig (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 69",Samstag,Verkauft,"Judith Gembries (Privat_troedel)",1692,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 69",Sonntag,Frei,"Judith Gembries (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 67",Samstag,Verkauft,"Judith Gembries (Privat_troedel)",1692,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 67",Sonntag,Frei,"Judith Gembries (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 65",Samstag,Verkauft,"Sarah Galbraith (Privat_troedel)",1744,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 65",Sonntag,Frei,"Sarah Galbraith (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 63",Samstag,Verkauft,"Sarah Galbraith (Privat_troedel)",1744,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 63",Sonntag,Frei,"Sarah Galbraith (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 61",Samstag,Verkauft,"Vera Kortenbreer (Privat_troedel)",1863,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 61",Sonntag,Frei,"Vera Kortenbreer (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 59",Samstag,Verkauft,"Lina Strenge (Privat_troedel)",1690,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 59",Sonntag,Frei,"Lina Strenge (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 57",Samstag,Verkauft,"Angelika Schwermann (Privat_troedel)",1725,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 57",Sonntag,Verkauft,"Angelika Schwermann (Privat_troedel)",1725,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 55",Samstag,Verkauft,"Angelika Schwermann (Privat_troedel)",1722,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 55",Sonntag,Verkauft,"Angelika Schwermann (Privat_troedel)",1722,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 53",Samstag,Verkauft,"Alexander Brinkmann (Privat_anlieger)",1539,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 53",Sonntag,Frei,"Alexander Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 51",Samstag,Verkauft,"Alexander Brinkmann (Privat_anlieger)",1495,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 51",Sonntag,Frei,"Alexander Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 49",Samstag,Verkauft,"Alexander Brinkmann (Privat_anlieger)",1495,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 49",Sonntag,Frei,"Alexander Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 47",Samstag,Verkauft,"Alexander Brinkmann (Privat_anlieger)",1495,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 47",Sonntag,Frei,"Alexander Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 41",Samstag,Verkauft,"Christoph Sommer (Gewerblich)",1836,50€,3m,"0,60m",Nein,Nein,Nein,Nein,,"Kerzen, Geschenk, Mitbringsel,  Dekoartikel ",,Bezahlt
"Gänsestraße 41",Sonntag,Verkauft,"Christoph Sommer (Gewerblich)",1836,50€,3m,"0,60m",Nein,Nein,Nein,Nein,,"Kerzen, Geschenk, Mitbringsel,  Dekoartikel ",,Bezahlt
"Gänsestraße 39",Samstag,Verkauft,"Henriette Johanshon (Privat_troedel)",1767,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 39",Sonntag,Verkauft,"Henriette Johanshon (Privat_troedel)",1775,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 37",Samstag,Verkauft,"Stefanie Averbeck (Privat_troedel)",1766,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 37",Sonntag,Verkauft,"Stefanie Averbeck (Privat_troedel)",1775,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 35",Samstag,Verkauft,"Nicole Richter (Privat_anlieger)",1496,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 35",Sonntag,Verkauft,"Nicole Richter (Privat_anlieger)",1778,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 33",Samstag,Verkauft,"Nicole Richter (Privat_anlieger)",1473,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 33",Sonntag,Verkauft,"Nicole Richter (Privat_anlieger)",1473,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 31",Samstag,Verkauft,"Nicole Richter (Privat_anlieger)",1473,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 31",Sonntag,Verkauft,"Nicole Richter (Privat_anlieger)",1473,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 29",Samstag,Verkauft,"Ursula Lux (Privat_anlieger)",1500,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 29",Sonntag,Verkauft,"Ursula Lux (Privat_anlieger)",1889,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 27",Samstag,Verkauft,"Ursula Lux (Privat_anlieger)",1500,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 27",Sonntag,Verkauft,"Ursula Lux (Privat_anlieger)",1807,15€,3m,"0,6m",,,,,,,"Diese Stände hatte ich letztes Jahr auch an beiden Tagen( oder?) 😅🙈
Schade, das es nur Sonntag noch möglich ist.
Liebe Grüße und noch eine tolle Woche",Bezahlt
"Gänsestraße 25",Samstag,Verkauft,"Annette Hoegemann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 25",Sonntag,Verkauft,"Annette Hoegemann (Privat_anlieger)",1807,15€,3m,"0,6m",,,,,,,"Diese Stände hatte ich letztes Jahr auch an beiden Tagen( oder?) 😅🙈
Schade, das es nur Sonntag noch möglich ist.
Liebe Grüße und noch eine tolle Woche",Bezahlt
"Gänsestraße 23",Samstag,Verkauft,"Melanie Eckel (Privat_troedel)",1701,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 23",Sonntag,Verkauft,"Melanie Eckel (Privat_troedel)",1701,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 21",Samstag,Verkauft,"Jennifer Winterton (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 21",Sonntag,Verkauft,"Jennifer Winterton (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 19",Samstag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 19",Sonntag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 17",Samstag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 17",Sonntag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 15",Samstag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 15",Sonntag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 13",Samstag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 13",Sonntag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 11",Samstag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 11",Sonntag,Verkauft,"Manfred Pelster (Privat_anlieger)",1457,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 9",Samstag,"Reserviert (Admin)","Team Bürgerhaus (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 9",Sonntag,"Reserviert (Admin)","Team Bürgerhaus (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 7",Samstag,"Reserviert (Admin)","Team Bürgerhaus (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 7",Sonntag,"Reserviert (Admin)","Team Bürgerhaus (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 5",Samstag,"Reserviert (Admin)","Team Bürgerhaus (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 5",Sonntag,"Reserviert (Admin)","Team Bürgerhaus (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 3",Samstag,"Reserviert (Admin)","Rüdiger Genius (Schausteller)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 3",Sonntag,"Reserviert (Admin)","Rüdiger Genius (Schausteller)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße  1",Samstag,"Reserviert (Admin)","Rüdiger Genius (Schausteller)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße  1",Sonntag,"Reserviert (Admin)","Rüdiger Genius (Schausteller)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 55",Samstag,Verkauft,"Alena Wöstmann (Privat_troedel)",1839,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 55",Sonntag,Frei,"Alena Wöstmann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 53",Samstag,Verkauft,"Nina Strohbücker (Privat_troedel)",1700,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 53",Sonntag,Frei,"Nina Strohbücker (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 51",Samstag,Verkauft,"Nina Strohbücker (Privat_troedel)",1698,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 51",Sonntag,Frei,"Nina Strohbücker (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 49",Samstag,Verkauft,"Doris Thaele-Boehnke (Privat_troedel)",1728,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 49",Sonntag,Verkauft,"Doris Thaele-Boehnke (Privat_troedel)",1723,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 47",Samstag,Verkauft,"Nicole Goslar (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 47",Sonntag,Verkauft,"Nicole Goslar (Privat_troedel)",1723,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 45",Samstag,Verkauft,"Emira Krasnic (Privat_anlieger)",1487,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 45",Sonntag,Frei,"Emira Krasnic (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 43",Samstag,Verkauft,"Emira Krasnic (Privat_anlieger)",1487,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 43",Sonntag,Frei,"Emira Krasnic (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 41",Samstag,Verkauft,"Annika Böhm (Privat_troedel)",1699,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 41",Sonntag,Verkauft,"Annika Böhm (Privat_troedel)",1545,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 39",Samstag,Verkauft,"Annika Böhm (Privat_troedel)",1699,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 39",Sonntag,Verkauft,"Annika Böhm (Privat_troedel)",1545,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 35",Samstag,Verkauft,"Tanja Bültmann (Privat_troedel)",1876,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 35",Sonntag,Verkauft,"Tanja Bültmann (Privat_troedel)",1740,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 33",Samstag,Verkauft,"Maike Hesse (Privat_troedel)",1801,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 33",Sonntag,Verkauft,"Maike Hesse (Privat_troedel)",1740,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 31",Samstag,Verkauft,"Julia Simon (Privat_troedel)",1727,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 31",Sonntag,Verkauft,"Julia Simon (Privat_troedel)",1740,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 29",Samstag,Verkauft,"Julia Simon (Privat_troedel)",1727,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 29",Sonntag,Verkauft,"Julia Simon (Privat_troedel)",1740,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 27",Samstag,Verkauft,"Julia Simon (Privat_troedel)",1727,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 27",Sonntag,Verkauft,"Julia Simon (Privat_troedel)",1740,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 23",Samstag,Verkauft,"Franziska Jungmann (Privat_troedel)",1777,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 23",Sonntag,Verkauft,"Franziska Jungmann (Privat_troedel)",1777,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 21",Samstag,Verkauft,"Natalia Biller (Privat_troedel)",1630,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 21",Sonntag,Verkauft,"Natalia Biller (Privat_troedel)",1707,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 19",Samstag,Verkauft,"Natalia Biller (Privat_troedel)",1630,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 19",Sonntag,Verkauft,"Natalia Biller (Privat_troedel)",1707,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 17",Samstag,Verkauft,"Natalia Biller (Privat_troedel)",1630,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 17",Sonntag,Frei,"Natalia Biller (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 15",Samstag,Verkauft,"Maria Mannefeld (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 15",Sonntag,Frei,"Maria Mannefeld (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 13",Samstag,Verkauft,"Vedat Karaca (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 13",Sonntag,Verkauft,"Vedat Karaca (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 11",Samstag,Verkauft,"Vedat Karaca (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 11",Sonntag,Verkauft,"Vedat Karaca (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 9",Samstag,Verkauft,"Vedat Karaca (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 9",Sonntag,Verkauft,"Vedat Karaca (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 7",Samstag,Verkauft,"Anne Walpuski (Privat_troedel)",1745,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dreesstraße 7",Sonntag,Frei,"Anne Walpuski (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 3",Samstag,Verkauft,"Jürgen Beuning (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dreesstraße 3",Sonntag,Frei,"Jürgen Beuning (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 8",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 8",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 6",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 6",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 4",Samstag,"Reserviert (Admin)","Udo  Träbert (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 4",Sonntag,"Reserviert (Admin)","Udo  Träbert (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 2",Samstag,"Reserviert (Admin)","Udo  Träbert (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 2",Sonntag,"Reserviert (Admin)","Udo  Träbert (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 119",Samstag,Verkauft,"Jürgen Rotte (Gewerblich)",1848,150€,4m,m,Ja,Nein,Nein,Nein,,,,Bezahlt
"Dechaneistraße 119",Sonntag,Verkauft,"Jürgen Rotte (Gewerblich)",1848,150€,4m,m,Ja,Nein,Nein,Nein,,,,Bezahlt
"Dechaneistraße 117",Samstag,Verkauft,"Petra Dieckmann (Privat_troedel)",1706,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 117",Sonntag,Verkauft,"Petra Dieckmann (Privat_troedel)",1883,15€,3m,"0,6m",,,,,,,"Hallo, ist es möglich auf der Rasenfläche hinter dem Stand unseren Anhänger zu stellen?

Ab wann ist der Stand Aufbau am Sonntag möglich?

Vielen Dank für kurze Info. S.Dammann",Bezahlt
"Dechaneistraße 115",Samstag,Verkauft,"Petra Dieckmann (Privat_troedel)",1706,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 115",Sonntag,Frei,"Petra Dieckmann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 113",Samstag,Verkauft,"Andrea Altefrohne (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 113",Sonntag,Frei,"Andrea Altefrohne (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 111",Samstag,Verkauft,"Andrea Altefrohne (Privat_troedel)",1669,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 111",Sonntag,Frei,"Andrea Altefrohne (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 109",Samstag,Verkauft,"Andreas Fabisch (Privat_anlieger)",1555,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 109",Sonntag,Frei,"Andreas Fabisch (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 107",Samstag,Verkauft,"Andreas Fabisch (Privat_anlieger)",1555,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 107",Sonntag,Verkauft,"Andreas Fabisch (Privat_anlieger)",1555,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 105",Samstag,Verkauft,"Andreas Fabisch (Gewerblich)",1852,50€,1.5m,"0,60m",Nein,Nein,Nein,Nein,,Glühwein,,Bezahlt
"Dechaneistraße 105",Sonntag,Verkauft,"Andreas Fabisch (Gewerblich)",1852,50€,1.5m,"0,60m",Nein,Nein,Nein,Nein,,Glühwein,,Bezahlt
"Dechaneistraße 103",Samstag,Verkauft,"Andreas Fabisch (Privat_anlieger)",1555,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 103",Sonntag,Verkauft,"Andreas Fabisch (Privat_anlieger)",1555,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 101",Samstag,Verkauft,"Sylvia Korte (Privat_anlieger)",1760,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 101",Sonntag,Frei,"Sylvia Korte (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 99",Samstag,Verkauft,"Martina Tegelkämper (Privat_anlieger)",1455,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 99",Sonntag,Verkauft,"Martina Tegelkämper (Privat_anlieger)",1455,30€,3m,"0,6m",,,,,,,,Bezahlt
