Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Warendorfer Straße 63",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 65",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 65",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 67",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 67",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 69",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 69",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 71",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 71",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 73",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 73",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 75",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 75",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 77",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 77",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 79",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 79",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 81",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 81",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 83",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 83",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 85",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 85",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 87",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 87",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 89",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 89",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 91",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 91",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 93",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 93",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 95",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 95",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 97",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 97",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 99",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 99",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 101",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 101",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 103",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 103",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 105",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 105",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 107",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 107",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 109",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 109",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 111",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 111",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 113",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 113",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 115",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 115",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 117",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 117",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 119",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 119",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 121",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 121",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 123",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 123",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 125",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 125",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 127",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 127",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 129",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 129",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 131",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 131",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 133",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 133",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 135",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 135",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 137",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 137",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 139",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 139",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 141",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 141",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 143",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 143",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 146",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 146",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 148",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 148",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 150",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 150",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 152",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 152",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 154",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 154",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 156",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 156",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 159",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 159",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 161",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 161",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 163",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 163",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 165",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 165",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 167",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 167",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 169",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 169",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 171",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 171",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 173",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 173",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 175",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 175",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 177",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 177",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 179",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 179",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 181",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 181",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 183",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 183",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 185",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 185",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 187",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 187",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 189",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 189",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 191",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 191",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 193",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 193",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 195",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 195",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 197",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 197",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 199",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 199",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 201",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 201",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 203",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 203",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 205",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 205",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 207",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 207",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 209",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 209",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 211",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 211",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 213",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 213",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 215",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 215",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 217",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 217",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 219",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 219",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 221",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 221",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 2",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 2",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 4",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 4",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 6",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 6",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 8",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 8",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 10",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 10",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 12",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 12",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 14",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 14",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 16",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 16",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 18",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 18",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 20",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 20",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 22",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 22",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 24",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 24",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 26",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 26",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 28",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 28",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 30",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 30",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 32",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 32",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 34",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 34",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 36",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 36",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 38",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 38",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 40",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 40",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 42",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 42",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 44",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 44",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 46",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 46",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 48",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 48",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 50",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 50",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 52",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 52",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 54",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 54",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 56",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 56",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 58",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 58",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 60",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 60",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 62",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 62",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 64",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 64",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 66",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 66",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 68",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 68",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 70",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 70",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 72",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 72",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 74",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 74",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 76",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 76",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 78",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 78",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 80",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 80",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 82",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 82",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 84",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 84",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 86",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 86",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 88",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 88",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 90",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 90",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 92",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 92",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 94",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
